sex,kanji,hiragana,romaji
male,安太郎,やすたろう,Yasutarou
male,安男,やすお,Yasuo
male,安二良,やすじろう,Yasujirou
male,安二郎,やすじろう,Yasujirou
male,安之介,やすのすけ,Yasunosuke
male,安之助,やすのすけ,Yasunosuke
male,安之輔,やすのすけ,Yasunosuke
male,安農彦,あのひこ,Anohiko
male,安彦,しずひこ,Shizuhiko
male,安敏,やすとし,Yasutoshi
male,安芳,やすよし,Yasuyoshi
male,安利,やすとし,Yasutoshi
male,安良,やすよし,Yasuyoshi
male,安良,やすろう,Yasurou
male,安朗,やすろう,Yasurou
male,安郎,やすろう,Yasurou
male,鞍之介,くらのすけ,Kuranosuke
male,鞍之助,くらのすけ,Kuranosuke
male,鞍之丞,くらのすけ,Kuranosuke
male,鞍之輔,くらのすけ,Kuranosuke
male,鞍之佑,くらのすけ,Kuranosuke
male,鞍之祐,くらのすけ,Kuranosuke
male,杏一朗,きょういちろう,Kyouichirō
male,杏一郎,きょういちろう,Kyouichirō
male,杏壱朗,きょういちろう,Kyouichirō
male,杏壱郎,きょういちろう,Kyouichirō
male,杏介,きょうすけ,Kyousuke
male,杏佐朗,きょうさぶろう,Kyousaburou
male,杏佐郎,きょうさぶろう,Kyousaburou
male,杏左朗,きょうさぶろう,Kyousaburou
male,杏左郎,きょうさぶろう,Kyousaburou
male,杏砂朗,きょうさぶろう,Kyousaburou
male,杏砂郎,きょうさぶろう,Kyousaburou
male,杏三朗,きょうさぶろう,Kyousaburou
male,杏三朗,きょうざぶろう,Kyouzaburou
male,杏三郎,きょうさぶろう,Kyousaburou
male,杏三郎,きょうざぶろう,Kyouzaburou
male,杏市朗,きょういちろう,Kyouichirō
male,杏市郎,きょういちろう,Kyouichirō
male,杏太郎,きょうたろう,Kyoutarou
male,杏二郎,きょうじろう,Kyoujirou
male,杏之介,きょうのすけ,Kyounosuke
male,杏之助,きょうのすけ,Kyounosuke
male,杏之丞,きょうのすけ,Kyounosuke
male,杏之甫,きょうのすけ,Kyounosuke
male,杏之輔,きょうのすけ,Kyounosuke
male,杏之佑,きょうのすけ,Kyounosuke
male,杏之祐,きょうのすけ,Kyounosuke
male,杏之亮,きょうのすけ,Kyounosuke
male,以久生,いくお,Ikuo
male,以知二郎,いちじろう,Ichijirou
male,以知朗,いちろう,Ichirō
male,以知郎,いちろう,Ichirō
male,以乍牟,いさむ,Isamu
male,伊一郎,いいちろう,Iichirō
male,伊茅朗,いちろう,Ichirō
male,伊茅郎,いちろう,Ichirō
male,伊久三郎,いくさぶろう,Ikusaburou
male,伊九良,いくろう,Ikurou
male,伊玖磨,いくま,Ikuma
male,伊五郎,いごろう,Igorou
male,伊佐朗,いさぶろう,Isaburou
male,伊佐郎,いさぶろう,Isaburou
male,伊左衛門,いざえもん,Izaemon
male,伊左朗,いさぶろう,Isaburou
male,伊左郎,いさぶろう,Isaburou
male,伊砂朗,いさぶろう,Isaburou
male,伊砂郎,いさぶろう,Isaburou
male,伊三朗,いさぶろう,Isaburou
male,伊三郎,いさぶろう,Isaburou
male,伊四郎,いしろう,Ishirou
male,伊次郎,いじろう,Ijirou
male,伊治朗,いちろう,Ichirō
male,伊治郎,いちろう,Ichirō
male,伊十良,いじゅうろう,Ijuurou
male,伊十郎,いじゅうろう,Ijuurou
male,伊重郎,いじゅうろう,Ijuurou
male,伊勢五郎,いせごろう,Isegorou
male,伊千三郎,いちさぶろう,Ichisaburou
male,伊千司朗,いちしろう,Ichishirou
male,伊千司朗,いちじろう,Ichijirou
male,伊千朗,いちろう,Ichirō
male,伊千郎,いちろう,Ichirō
male,伊太郎,いたろう,Itarou
male,伊知彦,いちひこ,Ichihiko
male,伊知朗,いちろう,Ichirō
male,伊知郎,いちろう,Ichirō
male,伊智朗,いちろう,Ichirō
male,伊智郎,いちろう,Ichirō
male,伊置朗,いちろう,Ichirō
male,伊置郎,いちろう,Ichirō
male,伊津朗,いつろう,Itsurou
male,伊津郎,いつろう,Itsurou
male,伊都朗,いつろう,Itsurou
male,伊都郎,いつろう,Itsurou
male,伊豆太郎,いずたろう,Izutarou
male,伊之介,いのすけ,Inosuke
male,伊之助,いのすけ,Inosuke
male,伊之丞,いのすけ,Inosuke
male,伊之彦,いのひこ,Inohiko
male,伊之輔,いのすけ,Inosuke
male,伊之佑,いのすけ,Inosuke
male,伊之祐,いのすけ,Inosuke
male,伊八郎,いはちろう,Ihachirou
male,伊彦,これひこ,Korehiko
male,伊彦,ただひこ,Tadahiko
male,位三郎,いさぶろう,Isaburou
male,位彦,たかひこ,Takahiko
male,位彦,のりひこ,Norihiko
male,依人,よりと,Yorito
male,依人,よりひと,Yorihito
male,依彦,よりひこ,Yorihiko
male,偉,まさる,Masaru
male,偉一郎,いいちろう,Iichirō
male,偉功,ひでのり,Hidenori
male,偉佐朗,いさぶろう,Isaburou
male,偉佐郎,いさぶろう,Isaburou
male,偉左朗,いさぶろう,Isaburou
male,偉左郎,いさぶろう,Isaburou
male,偉砂朗,いさぶろう,Isaburou
male,偉砂郎,いさぶろう,Isaburou
male,偉三朗,いさぶろう,Isaburou
male,偉三郎,いさぶろう,Isaburou
male,偉史,きよし,Kiyoshi
male,偉臣,たけおみ,Takeomi
male,偉知郎,いちろう,Ichirō
male,偉之,ひでゆき,Hideyuki
male,偉之介,いのすけ,Inosuke
male,偉之彦,いのひこ,Inohiko
male,偉彦,いさひこ,Isahiko
male,偉彦,たけひこ,Takehiko
male,偉文,たけふみ,Takefumi
male,偉良,たけよし,Takeyoshi
male,委志彦,いしひこ,Ishihiko
male,委彦,ともひこ,Tomohiko
male,威一朗,いいちろう,Iichirō
male,威一郎,いいちろう,Iichirō
male,威光,たけひこ,Takehiko
male,威宏,たけひろ,Takehiro
male,威行,たけゆき,Takeyuki
male,威佐朗,いさぶろう,Isaburou
male,威佐郎,いさぶろう,Isaburou
male,威左朗,いさぶろう,Isaburou
male,威左郎,いさぶろう,Isaburou
male,威砂朗,いさぶろう,Isaburou
male,威砂郎,いさぶろう,Isaburou
male,威三朗,いさぶろう,Isaburou
male,威三郎,いさぶろう,Isaburou
male,威俊,たけとし,Taketoshi
male,威信,たけのぶ,Takenobu
male,威人,たけと,Taketo
male,威仁,たけひと,Takehito
male,威晴,たけはる,Takeharu
male,威知朗,いちろう,Ichirō
male,威典,たけのり,Takenori
male,威二郎,たけじろう,Takejirou
male,威之,たかゆき,Takayuki
male,威彦,たかひこ,Takahiko
male,威彦,たけひこ,Takehiko
male,威朗,たけろう,Takerou
male,尉太郎,じょうたろう,Joutarou
male,惟一郎,いいちろう,Iichirō
male,惟義,これよし,Koreyoshi
male,惟義,のぶよし,Nobuyoshi
male,惟勤,つとむ,Tsutomu
male,惟行,ただみち,Tadamichi
male,惟行,ただゆき,Tadayuki
male,惟高,よしたか,Yoshitaka
male,惟準,これよし,Koreyoshi
male,惟昭,ただあき,Tadaaki
male,惟昭,のぶあき,Nobuaki
male,惟繕,これよし,Koreyoshi
male,惟太郎,これたろう,Koretarou
male,惟彦,これひこ,Korehiko
male,惟彦,なるひこ,Naruhiko
male,惟敏,これとし,Koretoshi
male,惟芳,これよし,Koreyoshi
male,惟利,ただとし,Tadatoshi
male,意一郎,いいちろう,Iichirō
male,意志太牢,いしたろう,Ishitarou
male,意知朗,いちろう,Ichirō
male,意登志,いとし,Itoshi
male,意之,もとゆき,Motoyuki
male,意之彦,いのひこ,Inohiko
male,意能彦,おのひこ,Onohiko
male,意農彦,おのひこ,Onohiko
male,易二郎,やすじろう,Yasujirou
male,易之助,えきのすけ,Ekinosuke
male,易彦,やすひこ,Yasuhiko
male,為維彦,いいひこ,Iihiko
male,為一郎,ためいちろう,Tameichirō
male,為可,ためよし,Tameyoshi
male,為貴,ためよし,Tameyoshi
male,為義,ためよし,Tameyoshi
male,為五郎,ためごろう,Tamegorou
male,為三郎,ためさぶろう,Tamesaburou
male,為市郎,ためいちろう,Tameichirō
male,為次郎,ためじろう,Tamejirou
male,為次郎,ふさじろう,Fusajirou
male,為七郎,ためしちろう,Tameshichirō
male,為章,さだあき,Sadaaki
male,為章,さだたか,Sadataka
male,為章,さだとし,Sadatoshi
male,為章,さだのり,Sadanori
male,為章,さだふみ,Sadafumi
male,為章,さだゆき,Sadayuki
male,為章,しげあき,Shigeaki
male,為章,しげき,Shigeki
male,為章,しげのり,Shigenori
male,為章,ゆきのり,Yukinori
male,為章,よしあき,Yoshiaki
male,為章,よしき,Yoshiki
male,為章,よしたか,Yoshitaka
male,為章,よしのり,Yoshinori
male,為章,よしふみ,Yoshifumi
male,為晴,ためはる,Tameharu
male,為精,ためよし,Tameyoshi
male,為善,ためよし,Tameyoshi
male,為太郎,ためたろう,Tametarou
male,為年,ためとし,Tametoshi
male,為之助,ためのすけ,Tamenosuke
male,為美,ためよし,Tameyoshi
male,為彦,ためひこ,Tamehiko
male,為彦,のぶひこ,Nobuhiko
male,為敏,ためとし,Tametoshi
male,為芳,ためよし,Tameyoshi
male,畏三郎,いさぶろう,Isaburou
male,異一郎,いいちろう,Iichirō
male,異志彦,いしひこ,Ishihiko
male,異能彦,いのひこ,Inohiko
male,異彦,ことひこ,Kotohiko
male,移,わたる,Wataru
male,維一郎,いいちろう,Iichirō
male,維四郎,つなしろう,Tsunashirou
male,維紹,ただつぐ,Tadatsugu
male,維知朗,いちろう,Ichirō
male,維知郎,いちろう,Ichirō
male,維彦,ただひこ,Tadahiko
male,維彦,つなひこ,Tsunahiko
male,維敏,これとし,Koretoshi
male,維夫,しげお,Shigeo
male,維夫,ただお,Tadao
male,維夫,まさお,Masao
male,維夫,ゆきお,Yukio
male,衣一郎,いいちろう,Iichirō
male,衣之介,いのすけ,Inosuke
male,衣之助,いのすけ,Inosuke
male,衣之丞,いのすけ,Inosuke
male,衣之輔,いのすけ,Inosuke
male,衣之佑,いのすけ,Inosuke
male,衣之祐,いのすけ,Inosuke
male,遺太郎,いたろう,Itarou
male,遺之助,いのすけ,Inosuke
male,井耳,せいじ,Seiji
male,井之介,いのすけ,Inosuke
male,井之助,いのすけ,Inosuke
male,井之丞,いのすけ,Inosuke
male,井之輔,いのすけ,Inosuke
male,井之佑,いのすけ,Inosuke
male,井之祐,いのすけ,Inosuke
male,亥一郎,いいちろう,Iichirō
male,亥紀,いとし,Itoshi
male,亥吉郎,いきちろう,Ikichirō
male,亥次郎,いじろう,Ijirou
male,亥治郎,がいじろう,Gaijirou
male,亥助,いのすけ,Inosuke
male,亥太郎,いたろう,Itarou
male,亥之介,いのすけ,Inosuke
male,亥之助,いのすけ,Inosuke
male,亥之丞,いのすけ,Inosuke
male,亥之輔,いのすけ,Inosuke
male,亥之佑,いのすけ,Inosuke
male,亥之祐,いのすけ,Inosuke
male,育寛,いくひろ,Ikuhiro
male,育哉,いくや,Ikuya
male,育三郎,いくさぶろう,Ikusaburou
male,育史,いくふみ,Ikufumi
male,育四郎,いくしろう,Ikushirou
male,育次郎,いくじろう,Ikujirou
male,育治郎,いくじろう,Ikujirou
male,育修,いくのぶ,Ikunobu
male,育多朗,いくたろう,Ikutarou
male,育多郎,いくたろう,Ikutarou
male,育太朗,いくたろう,Ikutarou
male,育太郎,いくたろう,Ikutarou
male,育二郎,いくじろう,Ikujirou
male,育彦,いくひこ,Ikuhiko
male,育彦,なるひこ,Naruhiko
male,育稔,いくとし,Ikutoshi
male,育由,いくよし,Ikuyoshi
male,育利,やすとし,Yasutoshi
male,育朗,いくろう,Ikurou
male,育郎,いくろう,Ikurou
male,郁一,ゆういち,Yuuichi
male,郁一郎,いくいちろう,Ikuichirō
male,郁三郎,いくさぶろう,Ikusaburou
male,郁四郎,ゆうしろう,Yuushirou
male,郁次郎,いくじろう,Ikujirou
male,郁治郎,いくじろう,Ikujirou
male,郁俊,いくとし,Ikutoshi
male,郁多朗,いくたろう,Ikutarou
male,郁多郎,いくたろう,Ikutarou
male,郁太朗,いくたろう,Ikutarou
male,郁太郎,いくたろう,Ikutarou
male,郁朝,いくとも,Ikutomo
male,郁二郎,いくじろう,Ikujirou
male,郁之介,いくのすけ,Ikunosuke
male,郁之助,いくのすけ,Ikunosuke
male,郁彦,いくひこ,Ikuhiko
male,郁彦,くにひこ,Kunihiko
male,郁彦,ふみひこ,Fumihiko
male,郁祐,ゆうすけ,Yuusuke
male,郁朗,いくろう,Ikurou
male,郁郎,いくろう,Ikurou
male,磯五郎,いそごろう,Isogorou
male,磯三郎,いそさぶろう,Isosaburou
male,磯次郎,いそじろう,Isojirou
male,磯十郎,いそじゅうろう,Isojuurou
male,磯太郎,いそたろう,Isotarou
male,磯二郎,いそじろう,Isojirou
male,磯之介,いそのすけ,Isonosuke
male,一,はじむ,Hajimu
male,一,ひとし,Hitoshi
male,一,まこと,Makoto
male,一伊,かずよし,Kazuyoshi
male,一位,かずのり,Kazunori
male,一一,かずひろ,Kazuhiro
male,一一郎,かずいちろう,Kazuichirō
male,一允,かずまさ,Kazumasa
male,一宇,かずたか,Kazutaka
male,一栄,かずえい,Kazuei
male,一栄,かずひで,Kazuhide
male,一栄,かずよし,Kazuyoshi
male,一永,かずなが,Kazunaga
male,一穎,かずひで,Kazuhide
male,一英,かずひで,Kazuhide
male,一央,かずひさ,Kazuhisa
male,一央,かずや,Kazuya
male,一佳,かずよし,Kazuyoshi
male,一可,かずよし,Kazuyoshi
male,一嘉,かずよし,Kazuyoshi
male,一賀,かずよし,Kazuyoshi
male,一外,かずと,Kazuto
male,一幹,かずもと,Kazumoto
male,一喜,かずよし,Kazuyoshi
male,一喜,かつよし,Katsuyoshi
male,一基,かずき,Kazuki
male,一機,かずき,Kazuki
male,一紀,かずとし,Kazutoshi
male,一規,かずき,Kazuki
male,一記,かずき,Kazuki
male,一起,かずき,Kazuki
male,一輝,かずてる,Kazuteru
male,一義,かずよし,Kazuyoshi
male,一義,かつよし,Katsuyoshi
male,一吉,かずよし,Kazuyoshi
male,一欽,かずよし,Kazuyoshi
male,一慶,かずよし,Kazuyoshi
male,一敬,かずよし,Kazuyoshi
male,一元,はじめ,Hajime
male,一五朗,いちごろう,Ichigorou
male,一五郎,いちごろう,Ichigorou
male,一伍朗,いちごろう,Ichigorou
male,一伍郎,いちごろう,Ichigorou
male,一吾朗,いちごろう,Ichigorou
male,一吾郎,いちごろう,Ichigorou
male,一功,かずよし,Kazuyoshi
male,一宏,かずひろ,Kazuhiro
male,一巧,かずよし,Kazuyoshi
male,一幸,かずゆき,Kazuyuki
male,一左衛門,いちざえもん,Ichizaemon
male,一哉,かずや,Kazuya
male,一済,かずなり,Kazunari
male,一三郎,いちさぶろう,Ichisaburou
male,一司,かずし,Kazushi
male,一司,ひとし,Hitoshi
male,一史,かずふみ,Kazufumi
male,一史,ひとし,Hitoshi
male,一四,ひとし,Hitoshi
male,一士,かずひこ,Kazuhiko
male,一士,ひとし,Hitoshi
male,一志,かずし,Kazushi
male,一志,ひとし,Hitoshi
male,一枝,ひとし,Hitoshi
male,一至,かずよし,Kazuyoshi
male,一視,かつみ,Katsumi
male,一詩,ひとし,Hitoshi
male,一誌,ひとし,Hitoshi
male,一治,かずはる,Kazuharu
male,一治郎,いちじろう,Ichijirou
male,一赦,いちじろう,Ichijirou
male,一寿,かずとし,Kazutoshi
male,一寿郎,いちじゅろう,Ichijurou
male,一就,かずなり,Kazunari
male,一十四,かずとし,Kazutoshi
male,一十代,かずとよ,Kazutoyo
male,一重,かずしげ,Kazushige
male,一淑,かずよし,Kazuyoshi
male,一俊,かずとし,Kazutoshi
male,一祥,かずよし,Kazuyoshi
male,一真,かずま,Kazuma
male,一臣,かずおみ,Kazuomi
male,一臣,かずとみ,Kazutomi
male,一進,かずひこ,Kazuhiko
male,一人,かずひと,Kazuhito
male,一仁,かつひと,Katsuhito
male,一世,かずとし,Kazutoshi
male,一正,かつまさ,Katsumasa
male,一清,かずきよ,Kazukiyo
male,一誠,かずよし,Kazuyoshi
male,一善,かずよし,Kazuyoshi
male,一多朗,いちたろう,Ichitarou
male,一多郎,いちたろう,Ichitarou
male,一太朗,いちたろう,Ichitarou
male,一太郎,かずたろう,Kazutarou
male,一泰,かずよし,Kazuyoshi
male,一智,かずとし,Kazutoshi
male,一通,かずみち,Kazumichi
male,一哲,かつのり,Katsunori
male,一道,いちどう,Ichidou
male,一二郎,いちじろう,Ichijirou
male,一年,かずとし,Kazutoshi
male,一之介,いちのすけ,Ichinosuke
male,一之助,いちのすけ,Ichinosuke
male,一之助,かずのすけ,Kazunosuke
male,一之輔,いちのすけ,Ichinosuke
male,一能,かずよし,Kazuyoshi
male,一八郎,いっぱちろう,Ippachirou
male,一比古,かずひこ,Kazuhiko
male,一美,いちよし,Ichiyoshi
male,一美,くにとし,Kunitoshi
male,一彦,いちひこ,Ichihiko
male,一彦,いつひこ,Itsuhiko
male,一彦,かずひこ,Kazuhiko
male,一彦,はつひこ,Hatsuhiko
male,一敏,かずとし,Kazutoshi
male,一敏,ひとし,Hitoshi
male,一夫,かずお,Kazuo
male,一布,かずよし,Kazuyoshi
male,一平,かずひら,Kazuhira
male,一碧楼,いっぺきろう,Ippekirou
male,一甫,かずとし,Kazutoshi
male,一芳,かずよし,Kazuyoshi
male,一稔,かずとし,Kazutoshi
male,一也,いちや,Ichiya
male,一也,いつや,Itsuya
male,一也,かずなり,Kazunari
male,一也,かずや,Kazuya
male,一由,かずよし,Kazuyoshi
male,一容,かずよし,Kazuyoshi
male,一陽彦,とよひこ,Toyohiko
male,一利,かずとし,Kazutoshi
male,一良,いちろう,Ichirō
male,一良,かずよし,Kazuyoshi
male,一良,かつよし,Katsuyoshi
male,一廉,かずとし,Kazutoshi
male,一朗,いちろう,Ichirō
male,一朗,いつろう,Itsurou
male,一朗,かずあき,Kazuaki
male,一浪,いちろう,Ichirō
male,一狼,いちろう,Ichirō
male,一老,いちろう,Ichirō
male,一郎,いちろう,Ichirō
male,一郎,いつろう,Itsurou
male,壱賀,かずよし,Kazuyoshi
male,壱五朗,いちごろう,Ichigorou
male,壱五郎,いちごろう,Ichigorou
male,壱伍朗,いちごろう,Ichigorou
male,壱伍郎,いちごろう,Ichigorou
male,壱吾朗,いちごろう,Ichigorou
male,壱吾郎,いちごろう,Ichigorou
male,壱多朗,いちたろう,Ichitarou
male,壱多郎,いちたろう,Ichitarou
male,壱太朗,いちたろう,Ichitarou
male,壱太郎,いちたろう,Ichitarou
male,壱之輔,いちのすけ,Ichinosuke
male,壱彦,かずひこ,Kazuhiko
male,壱朗,いちろう,Ichirō
male,壱朗,いつろう,Itsurou
male,壱郎,いちろう,Ichirō
male,壱郎,いつろう,Itsurou
male,逸行,としゆき,Toshiyuki
male,逸三郎,いつさぶろう,Itsusaburou
male,逸司,いつし,Itsushi
male,逸勝,いつよし,Itsuyoshi
male,逸人,いつと,Itsuto
male,逸人,はやと,Hayato
male,逸勢彦,はせひこ,Hasehiko
male,逸太郎,いちたろう,Ichitarou
male,逸二郎,いつじろう,Itsujirou
male,逸彦,いつひこ,Itsuhiko
male,逸朗,いちろう,Ichirō
male,逸朗,いつろう,Itsurou
male,逸朗,としあき,Toshiaki
male,逸楼,いつろう,Itsurou
male,逸郎,いちろう,Ichirō
male,逸郎,いつろう,Itsurou
male,逸郎,としろう,Toshirou
male,稲次郎,いなじろう,Inajirou
male,稲次郎,いねじろう,Inejirou
male,稲太郎,いねたろう,Inetarou
male,稲二郎,とうじろう,Toujirou
male,稲敏,いえとし,Ietoshi
male,芋之助,いものすけ,Imonosuke
male,允嘉,まさよし,Masayoshi
male,允紀,まさき,Masaki
male,允義,まさよし,Masayoshi
male,允弘,のぶひろ,Nobuhiro
male,允寿,まさとし,Masatoshi
male,允俊,まさとし,Masatoshi
male,允俊,みつとし,Mitsutoshi
male,允昭,まさあき,Masaaki
male,允信,たかのぶ,Takanobu
male,允人,まさと,Masato
male,允彦,ちかひこ,Chikahiko
male,允彦,のぶひこ,Nobuhiko
male,允彦,まさひこ,Masahiko
male,允彦,みつひこ,Mitsuhiko
male,允彦,よしひこ,Yoshihiko
male,員義,かずよし,Kazuyoshi
male,員孝,かずたか,Kazutaka
male,員振,かずとし,Kazutoshi
male,員彦,かずひこ,Kazuhiko
male,員由,かずよし,Kazuyoshi
male,胤一郎,たねいちろう,Taneichirō
male,胤義,たねよし,Taneyoshi
male,胤治郎,たねじろう,Tanejirou
male,胤太郎,たねたろう,Tanetarou
male,胤二郎,たねじろう,Tanejirou
male,胤彦,かずひこ,Kazuhiko
male,胤彦,つぐひこ,Tsuguhiko
male,右一,ういち,Uichi
male,右一,ゆういち,Yuuichi
male,右一郎,ういちろう,Uichirō
male,右吉朗,うきちろう,Ukichirō
male,右吉郎,うきちろう,Ukichirō
male,右京亮,うきょうのすけ,Ukyounosuke
male,右光,あきみつ,Akimitsu
male,右佐朗,うさぶろう,Usaburou
male,右佐郎,うさぶろう,Usaburou
male,右左治,うさじ,Usaji
male,右左朗,うさぶろう,Usaburou
male,右左郎,うさぶろう,Usaburou
male,右砂朗,うさぶろう,Usaburou
male,右砂郎,うさぶろう,Usaburou
male,右三朗,うさぶろう,Usaburou
male,右三郎,うさぶろう,Usaburou
male,右三郎,ゆうざぶろう,Yuuzaburou
male,右史,ゆうじ,Yuuji
male,右多朗,うたろう,Utarou
male,右多郎,うたろう,Utarou
male,右太朗,うたろう,Utarou
male,右太郎,うたろう,Utarou
male,右二郎,ゆうじろう,Yuujirou
male,右之介,うのすけ,Unosuke
male,右之助,うのすけ,Unosuke
male,右之丞,うのすけ,Unosuke
male,右之輔,うのすけ,Unosuke
male,右之佑,うのすけ,Unosuke
male,右之祐,うのすけ,Unosuke
male,右馬助,うまのすけ,Umanosuke
male,右八郎,うはちろう,Uhachirou
male,右磨,ゆうま,Yuuma
male,宇,ひろし,Hiroshi
male,宇為彦,ういひこ,Uihiko
male,宇一朗,ういちろう,Uichirō
male,宇一郎,ういちろう,Uichirō
male,宇喜久郎,うきくろう,Ukikurou
male,宇吉朗,うきちろう,Ukichirō
male,宇吉郎,うきちろう,Ukichirō
male,宇佐彦,うさひこ,Usahiko
